Time,axis_1_raw_position_resolver_motor,raw_position_1_ext,axis_1_actual_position
13483,-1205653.0,2723,-16.770145252825973
13581,-1205653.0,2723,-16.770145252825973
13679,-1205653.0,2676,-16.770145252825973
13783,-1205653.0,2676,-16.770145252825973
13880,-1205653.0,2676,-18.50600020133623
13982,-1205653.0,2676,-18.50600020133623
14081,-1334608.0,2676,-18.50600020133623
14183,-1334608.0,2676,-18.50600020133623
14281,-1334608.0,2676,-18.50600020133623
14381,-1334608.0,2676,-18.50600020133623
14480,-1334608.0,2676,-18.50600020133623
14578,-1334608.0,2676,-20.20639303412976
14680,-1334608.0,2676,-20.20639303412976
14780,-1449890.0,2676,-20.20639303412976
14883,-1449890.0,2676,-20.20639303412976
14986,-1449890.0,2676,-20.20639303412976
15080,-1449890.0,2676,-20.20639303412976
15181,-1449890.0,2676,-20.20639303412976
15283,-1557814.0,2676,-21.760976663349826
15384,-1557814.0,2676,-21.760976663349826
15483,-1557814.0,2630,-21.760976663349826
15579,-1557814.0,2630,-21.760976663349826
15681,-1557814.0,2630,-21.760976663349826
15783,-1557814.0,2630,-21.760976663349826
15881,-1557814.0,2630,-21.760976663349826
15982,-1557814.0,2630,-23.436355786018105
16082,-1557814.0,2630,-23.436355786018105
16181,-1679301.0,2630,-23.436355786018105
16280,-1679301.0,2630,-23.436355786018105
16380,-1679301.0,2630,-23.436355786018105
16479,-1679301.0,2630,-23.436355786018105
16584,-1679301.0,2630,-23.436355786018105
16681,-1679301.0,2630,-25.090511584828697
16786,-1679301.0,2630,-25.090511584828697
16881,-1796954.0,2630,-25.090511584828697
16983,-1796954.0,2630,-25.090511584828697
17080,-1796954.0,2630,-25.090511584828697
17181,-1796954.0,2630,-25.090511584828697
17280,-1796954.0,2630,-25.090511584828697
17379,-1903492.0,2630,-26.61448819984329
